,score,comment
202,4,"Produto de qualidade, ótimo custo benefício, correspondeu às expectativas."
203,5,Ótimo produto. Estou muito satisfeito. Recomendo a todos.
204,5,Muito bom de excelente qualidade macio e confiável.
205,5,"Excelente qualidade, confortável,  atendeu as minhas expectativas."
206,4,Ficou pouco largo e corresponde a 44.
207,5,Produto muito bom bem leve e confortável.
208,5,"Ficou perfeito no meu pé,gostei muito!."
209,5,Ótimo produto recomendo a todos do ml.
210,5,"Produto muito bom, de qualidade e lindo."
211,5,"Bom muito bom mesmo ,para pescar serve."
212,5,Bom  de boa qualidade o material.
213,5,Excelente produto eu recomendo a todos.
214,5,"Atende as espectativas, principalmente em cachoeiras."
215,5,Bom macio calça bem estou satisfeito.
216,5,"Produto muito bom, bonito e resistente."
217,5,"Excelente produto, muito confortável e bonito."
218,5,"Produto maravilhoso, atendeu bem a expectativa."
219,4,"Razoável, mas pelo preço, é aceitavel."
220,5,Ótimo produto! coube certinho a numeração!.
221,4,O produto atendeu as minhas expectativas.
222,5,"Me atendeu perfeitamente, ótima qualidade. Recomendo."
223,5,Bom confortável gostei agora vou pescar.
224,5,Excelente qualidade um ótimo material.
225,5,Gostei bastante confortável e barato.
226,5,"Excelente produto,superou minhas expectativas."
227,5,Excelente qualidade e serviu perfeitamente.
228,5,Show aprovado vou comprar outros.
229,5,Execelente profissional  e muito  ágil!.
230,5,Ótima aquisição com ótimo preço.
231,5,Minha filha amou. Muito confortável.
232,5,Produto muito top. Partiu pescaria.
233,5,Produto de excelente qualidade.
234,5,Produto de excelente qualidade.
235,5,"Maravilhosa, macia e confortável."
236,5,"Otimo produto, super recomendo."
237,5,Produto bom serviu perfeitamente.
238,5,"Confortável perfeito, parabéns!!!!."
239,5,Maravilhoso maravilhoso naravilhoso.
240,5,"Excelente fonte de proteínas e com o custo benefício muito bom!. 
Na avaliação vi que muita gente tem dificuldade para diluir. Não tive esse problema com uma shakeira. Uma vez mexi com uma colher antes de bater e deu ruim. Ficou empelotado. Todavia quando só coloco na shakeira e começo a bater, a albumina dilui totalmente. 
Peguei o sabor chocolate. 
O gosto não é tão ruim como o pessoal fala. Não é como tivesse tomando toddynho, mas também pelo amor, né? nunca vai parecer mesmo. 
Comprei de banana para  experimentar o sabor. Vamos ver se é melhorzinho. 
Super indico!."
241,4,"Gosto ate bom por ser albumina, nao fez mal ao estomago e ta cumprimdo bem de acordo com sua tabela nutricional, pra dissolver é meio chato tem que ser no mixer ou liquidificador, se tentar dissolver na sheikeira vai da bastante trabalho, porem isso é normal de albumina. Nao dei 5 estrelas porque pedi 2 unidades e uma veio aberta, nao sei se foi na transportadora ou mandaram assim mesmo."
