,score,comment
185,5,"Lindo ,mesma coisa da foto ,muito boa,agr só aproveitar."
186,2,A mala de bordo veio arranhada no puxador na parte do plástico. Não vou devolver pq preciso da mala para viaja essa semana.
187,4,"De modo geral um bom produto, negativamente achei um pouco frágil a estrutura e outro ponto a ausência da trava tsa,."
188,3,"Malas muito boas, dentro das especificações das medidas das companhias aéreas!. 
Apenas a minha pequena que logo na primeira viagem emperrou o segredo e infelizmente não vem um manual informativo para como resolver esses tipos de problemas ou re codificar os numeros do segredo. Enfim esse é o único mal de resto é uma boa mala."
189,1,"Produto não condiz com valor. Muito mal acabado. Bem³² ""made in china"". Péssimo produto! fios soltos, pedaços plásticos com pontas. 
Já comprei muita coisa no ml de coisas baratas a caras. Sem dúvidas essa foi minha pior compra! a alça de ""alumínio"" é muuuito frágil se você encher a mala com roupas provavelmente vai quebrar a alça. 
Não costumo avaliar produto aqui no ml, mas para que outros não comprem algo tão sem qualidade como eu comprei, estou deixando este testemunho."
190,5,"Malas de muita qualidade, material e durabilidade. 
Superaram minha expectativa!. 
Estou muito satisfeito."
191,5,"Otimo produto, bonito , otimo custo beneficio , recomendo a todos !!!!."
192,5,"As malas são lindas e de boa qualidade, atrasou um pouco mais valeu apena, mala média tem zíper expansivo e a p vai a bordo tranquilamente."
193,5,Lindas malas. Ótima qualidade. Recomendo com certeza a compra. Tudo lindo.
194,5,Produto de ótima qualidade e muito bonito. Recomendo.
195,5,100%. Comprem sem medo que o custo benefício é bem interessante.
196,5,"Muito bom, amei. 
Perfeito igual a foto."
197,5,O conjunto é lindo e parece muito resistente. Gostei muito.
198,5,Exatamente como nas imagens! mt boa qualidade!.
199,5,"Conjunto de excelente qualidade, recomendo, tamanho ideal das duas malas."
200,5,Excelente produto. Melhor do que imaginava!.
201,5,Um conjunto bem pensado para viajar. Pratica e resistente.
202,5,Exelente produto muito bom gostei muito.
203,5,As malas sao de otima qualidade e acabamento.
204,5,Otimo. Bom material e bonitas.
205,5,Produto muito bonito e de ótima qualidade! adorei!.
206,5,"O produto é de excelente qualidade, me surpreendeu!."
207,5,Muito bom  amei restante colidade de primeira.
208,5,Otimo maravilhoso amei  de mais o produto.
209,5,Ótimo material excelente recomendo pode comprar.
210,5,Maravilhosa dentro do esperando!.
211,1,Eu não gostei  material péssimo.
212,5,"Ótimo custo benefício, recomendo."
213,2,"Bom, porem veio trocado pedia uma de 2. 6 e 3. 9 , que nao serve para bordo, como tinha que viajar a sp a tratamento de saude nao houve como devolve-la, gostaria de saber se vcs podem me vender uma 2. 6 , com desconto pelo equivoco. Aguardo resposta."
214,5,"Leve, bem acabada e bonita. As alças de mão têm uma almofadinha atrás que deixa bem confortável na hora de carregar uma mala pesada. É extensível, ou seja, cabe bastante coisa. Tamanho bom pra quem trabalha viajando. Eu vivo viajando de segunda a sexta, entao me atende bem."
215,5,"Bonita, a descricao do produto foi fiel, a cor foi exata e o giro das rodad é bom."
216,5,"Fiquei muito feliz com minha compra, ela é linda como eu imaginava."
217,5,"Linda e espaçosa ,infelizmente ainda não usei para ter certeza da qualidade."
218,5,"Linda espaçosa adorei gostaria do mesmo modelo em tamanho pequeno. 
Amei."
219,5,Gostei da mala!!!! é linda como na foto. Eu recomendo!!!!.
220,5,"É de uma qualidade absurda, muito satisfeita com minha compra."
221,5,"Excelente, muito bonita! atende perfeitamente e cabe bastante roupas."
222,5,"Linda como demostra na foto, parece bem  resistente."
223,5,O produto e otimo. Resistente. Leve e espaçosa.
224,5,Mala lindaaaa. Eu amei e compraria novamente!!.
225,5,Excelente! a qualidade do produto é boa!!!.
226,5,"Linda prefeita,toda completa da formanda foto."
227,5,Excelente pode comprar sem medo amei.
228,4,"Produto de qualidade, atendeu minhas expectativas."
229,4,Gostei da mala. Correspondeu às minhas necessidades.
230,5,Muito bom material de boa qualidade.
231,5,Parece ser de material resistente.
232,5,"Produto me satisfez muito!! satisfeito com a compra feita, obrigado."
233,2,O produto não é uma bolsa mala é apenas uma bolsa de lona que não cabe nada. Retirar a especificação de mala. Devolvendo o produto.
234,3,"Muito bonita, porém não é grande como eu imaginava. 
Gostei do prduto."
235,5,Estou muito satisfeito com minha compra.
236,5,Já é a terceira que compro. Tenho duas pretas agora comprei a rosê. Toda a família usa. Muito boa !.
237,5,"Maravilhoso, e igual da foto. Recomendo !."
238,5,"Recomendo! achei bem resistente, mais bonita que na foto até. Por dentro o forro tem uma camada de manta fina, achei bem legal. Parece pequena mas cabe bastante coisa. A única coisa é que achei a alça de puxar um pouco frágil e bamba se você abre ela toda, mas é só ter cuidado ou usar sem abrir toda para não quebrar."
239,5,"Muito surpresa com a qualidade da mala. Não conhecia a marca e vi em praticamente todos os e-commerces confiáveis, inclusive, no site ofical da loja, mas como não conhecia não comprei. Com a promoção, valeu assumir o risco e não me arrependo. Não tem um acabamento de milhões mas atende muito bem a proposta de ser uma mala de bordo."
240,4,"A qualidade é muito boa, porém eu diria que ela fica entre o tamanho pp e o p, é pequena, um pouco abaixo do limite de mala de bordo. A rodinha dela por ser bem baixa também atrapalha um pouco a mobilidade. Mas pelo valor acredito que valeu a compra."
241,4,"Material resistente, rodinhas firmes, cadeado eficiente e espaço interno muito bom. Só achei que o acabamento interno poderia ser melhor, ao invés de fita isolante cobrindo os parafusos para evitar rasgos no tecido. Considero um ótimo investimento e já estou usando a minha nas viagens."
242,5,"Maravilhosa!. 
Superou minhas expectativas!. 
Muito bem feita. A alça é emborrachada, o puxador de aluminio. Tem a divisoria interna com fecho que facilita no retorno da viagem, podendo separar a roupa suja da limpa. 
Ou seja, simplesmente perfeita!!!."
243,5,"Mala muito bonita e boa, superou minhas expectativas pelo preço. Uma observação é que ela é um pouco menor que a mala de mão padrão, mas nada que atrapalhe ou surpreenda negativamente, pois o tamanho está na descrição."
244,5,"Perfeita, o tamanho é otimo e a cor é linda! unico problema é que quando coloco no bagageiro do onibus ela volta bem arranhada e acaba arranhando a tinta, vou ter que comprar uma capa."
245,4,"A mala é linda, porém bem pequena, comprei porq ia num dia e voltar no outro, se for p uma viagem um pouco mais longa, recomendo uma mala maior. Mas super satisfeita com ela."
246,5,"Linda e de ótima qualidade. Pra quem gosta de dobrar roupas no estilo marie kondo, ela é bem espaçosa pq dá pra usar os dois lados pra guardar as roupas dobradinhas. Recomendo!."
247,4,Dei 4 estrelas pq n cheguei ver as malas. Demos de presente e foi direto pra outra cidade. Mas eles adoraram e elogiaram bastante. Sei q já usaram tb e foi útil.
248,1,"Emtrega rapida. Mas o material é muito frágil. De fato as medidas sao fiéis , mas pecaram na qualidade. Pra quem busca preço baixo atende bem. Pra quem bisca qualidade , nao compensa."
249,5,"Produto muito bom, atende bem as necessidades para o dia-a-dia. Parece ser resistente para uso eventual,mas para uso contante talvez não seja por ser material plástico."
250,5,"A mala é de ótima qualidade, cor e acabamento. Somente o cadeado que travou no primeiro dia de uso e não abre mais. Mas ao todo valeu a compra."
251,5,"Amei! linda, as rodinhas sao muito boas e parece ser reforçada. O espaco interno é bem dividido e tem o tamanho certo para levar a bordo do avião. Recomendo."
252,5,"Achei lindíssima. O cadeado funciona bem. Não tenho experiência com malas, essa é a minha primeira. Mas as rodinhas funcionam bem e achei o valor bem acessível."
253,5,Expectativas atendidas levando em consideracao o valor pago. Fizemos viagem internacional com ela e nao tivemos problemas. Sendo bem cuidada acredito que deva durar um bom tempo.
254,5,"Adorei, qualidade muito boa, o tamanho é pequeno mas é até maior do que eu imaginei, o custo beneficio é ótimo, além disso, ela é linda."
255,2,Cadeado estragou no primeiro uso. Eu coloco uma senha e se a mala sofrer qualquer impacto ela desconfigura e preciso descobrir a senha nova. Não recomendo.
256,4,Adorei a cor e o acabamento é muito bom! só não dei 5 estrelas porque a alça as vezes dá uma travada quando vai recolher.
257,5,Ótimo custo benefício. As rodinhas são boas e não ficam prendendo. Os zíperes na parte de dentro ajudam bem na hora de organizar a mala.
258,5,"Exatamente como nas imagens. Não parece ser super robusta, mas eu não viajo muito, então supre as minhas necessidades. Recomendo, vale o preço."
